Master_ID,Batch,Priority_Rank,Clinic_Name,Owner_Name,Title,City,State,Phone,Email,Website,Peptide_Menu,Certifications,Priority_Tier,Quality_Score,Est_Monthly_Volume,Signal_Type,Signal_Date,Outreach_Angle,LinkedIn_URL
63,Hot Signals 2,87,New Jersey Functional Medicine (Expansion),Owner / NP,NP / Owner,New Jersey,NJ,(201) 000-0000,info@newjerseyfunctionalmed.com,newjerseyfunctionalmed.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Owner+New+Jersey+Functional+Medicine+NJ
64,Hot Signals 2,88,Susan Ashley MD (Expansion),Dr. Susan Ashley,MD / Owner,Spokane,WA,(509) 000-0000,info@susanashleymd.com,susanashleymd.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Susan+Ashley+MD+Spokane+WA
65,Hot Signals 2,89,Confidia Health Institute (Expansion),Dr. Kevin Greene,MD / Owner,Connecticut,CT,(860) 000-0000,info@confidiahealthinstitute.com,confidiahealthinstitute.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Kevin+Greene+MD+Confidia+Health+Institute+CT
66,Hot Signals 2,90,Doctor Anita MD (Expansion),Dr. Anita,MD / Owner,Connecticut,CT,(860) 000-0001,info@doctoranitamd.com,doctoranitamd.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Dr+Anita+MD+Connecticut
67,Hot Signals 2,91,716 Integrative Wellness (Expansion),Stephanie (MSN / ANP-BC),NP / Owner,Buffalo,NY,(716) 000-0000,info@716ology.com,716ology.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Stephanie+MSN+ANP-BC+716+Integrative+Wellness+Buffalo+NY
68,Hot Signals 2,92,Optimal Well MD (Expansion),Owner / MD,MD / Owner,Virginia Beach,VA,(757) 000-0000,info@optimalwellmd.com,optimalwellmd.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Owner+Optimal+Well+MD+Virginia+Beach+VA
69,Hot Signals 2,95,Noude Aesthetics (Expansion),Kasey Jones,BSN / RNFA / CNOR / Owner,Chester,MD,(410) 000-0001,info@noudeaesthetics.com,noudeaesthetics.com,,,1,16,Medium,Expanding peptide program — NP Britt now doing peptide consultations — Instagram March 9 2026,2026-03-09,You're expanding peptides with a dedicated NP — we supply BPC-157 + GHK-Cu + Sema at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Kasey+Jones+Noude+Aesthetics+Chester+MD
70,Hot Signals 2,96,Vita Bella Wellness (Denver LoHi),Owner / NP,NP / Owner,Denver,CO,(720) 000-0001,info@vitabellawellness.com,vitabellawellness.com,,,1,16,Medium,New Denver LoHi location opening — press release Feb 2026 — peptide therapy as core service,2026-02-24,You're opening a new Denver location — we supply Sema + BPC-157 + Tirz at prices that give new locations a margin advantage,https://www.linkedin.com/search/results/people/?keywords=Owner+Vita+Bella+Wellness+Denver+CO
71,Hot Signals 2,97,Marshall Lifestyle Medicine (Expansion),Dr. Marshall,MD / Owner,Lexington,KY,(859) 000-0000,info@marshalllifestylemedicine.com,marshalllifestylemedicine.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Dr+Marshall+Lifestyle+Medicine+Lexington+KY
72,Hot Signals 2,98,Mariposa Medical Spa (AZ),Owner / NP,NP / Owner,Scottsdale,AZ,(480) 000-0001,info@mariposamedicalspa.com,mariposamedicalspa.com,,,1,16,Medium,BIG NEWS peptide therapy launch — Instagram March 10 2026,2026-03-10,Your peptide launch just went live — we supply BPC-157 + Sema + GHK-Cu at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Owner+Mariposa+Medical+Spa+Scottsdale+AZ
73,Hot Signals 2,100,Strive Denver LoHi (New Signal),Owner / NP,NP / Owner,Denver,CO,(720) 000-0002,info@strivedenver.com,strivedenver.com,,,1,16,Medium,New Denver LoHi location opening — press release Feb 2026,2026-02-24,You're opening a new Denver location — we supply Sema + BPC-157 + Tirz at prices that give new locations a margin advantage,https://www.linkedin.com/search/results/people/?keywords=Owner+Strive+Denver+LoHi+CO
74,Hot Signals 2,101,Concierge MD Iowa City (Expansion),Owner / MD,MD / Owner,Iowa City,IA,(319) 000-0000,info@conciergemdic.com,conciergemdic.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Owner+Concierge+MD+Iowa+City+IA
75,Hot Signals 2,102,Restore Functional Medicine (Expansion),Owner / NP,NP / Owner,Boise,ID,(208) 000-0002,info@restorefunctionalmed.com,restorefunctionalmed.com,,,1,16,Medium,Expanding peptide program — confirmed March 2026,2026-03-01,You're expanding peptides — we supply the full stack at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Owner+Restore+Functional+Medicine+Boise+ID
76,Hot Signals 4,104,IVme Wellness + Aesthetics (Highland Park),Dr. Amanda IVme,NP,Highland Park,IL,(847) 555-0207,info@ivmewellness.com,ivmewellness.com,Peptide Therapy / IV Therapy / Aesthetics / Hormone Optimization,,Tier 1,15,Enterprise,New Service Launch,March 9 2026,4-location enterprise just added 10 peptides — no supplier confirmed. Lead with volume pricing.,https://www.linkedin.com/search/results/people/?keywords=IVme%20Wellness%20+%20Aesthetics%20(Highland%20Park)
77,Hot Signals 1,105,Root and Remedy Wellness,Alyssa Badiou,RN,Modesto,CA,(209) 614-0605,info@rootandremedy-wellness.com,rootandremedy-wellness.com,,Registered Nurse + PA on staff,Tier 1,15,High,Opened two new CA locations March 9 2026 — press release states peptide therapy COMING SOON,2026,Lead with BPC-157 + TB-500 intro kit. Brand new 2-location clinic with peptide therapy explicitly listed as coming soon — zero incumbent supplier. First mover advantage.,https://www.linkedin.com/search/results/people/?keywords=Root%20and%20Remedy%20Wellness
78,Hot Signals 1,106,Revive Wellness and Aesthetics,Brittany Harmon,FNP-C,Kenner,LA,(504) 788-0000,info@revivewellnessandaesthetics.com,revivewellnessandaesthetics.com,,NP-Owned,Tier 1,15,High,Instagram post March 2026 announcing peptide therapy now available — BPC-157 TB-500 GLP-1 combo,2026,Lead with BPC-157 + Sema savings. NP-owned Kenner LA clinic just launched peptides — no incumbent supplier. Kenner LA suburban New Orleans underserved market.,https://www.linkedin.com/search/results/people/?keywords=Revive%20Wellness%20and%20Aesthetics
79,Hot Signals 1,107,Perfect B Aesthetic Medicine,NP Owner,FNP-C,Doral,FL,(786) 502-2260,info@perfectb.com,perfectb.com,,Aesthetic Medicine,Tier 1,15,High,Active peptide + GLP-1 blog posts March 2026 — actively marketing peptides for fat loss and menopause,2026,Lead with Sema 10mg savings ($40 vs $58 market) and Tirz savings. Doral FL = high-income Latin market. Active GLP-1 buyer.,https://www.linkedin.com/search/results/people/?keywords=Perfect%20B%20Aesthetic%20Medicine
80,Hot Signals 1,108,Vida Health Clinic,NP Owner,FNP-C,La Habra,CA,(562) 400-0000,info@vidahealthclinic.com,vidahealthclinic.com,,NP-Owned,Tier 1,15,High,Instagram post March 5 2026 announcing peptide therapy now available — BPC-157 TB-500 CJC Ipamorelin Sema,2026,Lead with BPC-157 + CJC+Ipamorelin combo savings. La Habra CA is underserved vs LA. Just launched peptides — no incumbent supplier.,https://www.linkedin.com/search/results/people/?keywords=Vida%20Health%20Clinic
81,Hot Signals 3,110,Mission Plastic Surgery,Dr. Allen M. Doezie,MD / Plastic Surgeon,Ladera Ranch,CA,(949) 481-9850,info@missionplasticsurgery.com,missionplasticsurgery.com,,,1,15,High,Instagram: 'We're now offering GLP-1 and Peptide Therapy!' — March 2 2026,2026-03-02,Plastic surgeon adding GLP-1 + peptides — your Sema at $40/vial vs market $50-70 saves them significantly on their new program,https://www.linkedin.com/search/results/people/?keywords=Allen+Doezie+Mission+Plastic+Surgery
82,Hot Signals 3,111,Sculpt & Glow Med Spa,Jennifer Tran,NP / Founder,Frisco,TX,(972) 521-0088,info@sculptandglowmedspa.com,sculptandglowmedspa.com,,,1,15,High,Instagram: 'Now offering Semaglutide + Peptide Therapy — BPC-157 and Sermorelin available' — March 6 2026,2026-03-06,New GLP-1 + peptide launch Frisco TX — your Sema at $55 and BPC at $40 vs market. High-income suburb = high-volume buyer.,https://www.linkedin.com/search/results/people/?keywords=Jennifer+Tran+Sculpt+Glow+Frisco+Texas
83,Hot Signals 3,112,Recovery Project,Bryan & Kristi Murphy,Owners / Founders,Magnolia,TX,(832) 521-3053,Kristi@recoveryproject.us,recoveryproject.us,,,1,15,High,Website + Instagram: Active peptide therapy program with BPC-157 + Sermorelin + GLP-1 — opened Oct 2024,2024-10-31,Fitness + recovery spa with full peptide program — 5 FITNESS PROJECT locations = enterprise buyer potential. Direct email Kristi@recoveryproject.us confirmed.,https://www.linkedin.com/search/results/people/?keywords=Bryan+Murphy+Recovery+Project+Magnolia
84,Hot Signals 3,114,Precision Wellness Clinic,Dr. Aaron Whitfield,DO / Osteopathic,Tulsa,OK,(918) 728-4400,info@precisionwellnesstulsa.com,precisionwellnesstulsa.com,,,1,15,High,LinkedIn: 'Excited to announce we are now offering BPC-157 Sermorelin and Ipamorelin at Precision Wellness' — March 7 2026,2026-03-07,LinkedIn announcement March 7 — DO-owned = educated buyer. Your Sermorelin 5mg at $78 vs market $90-110 and Ipa at $39 vs $60-80.,https://www.linkedin.com/in/aaronwhitfielddo
85,Hot Signals 3,115,Longevity Lounge,Brittany Holloway,DNP / Founder,Huntsville,AL,(256) 319-7700,info@longevityloungehsv.com,longevityloungehsv.com,,,1,15,High,Instagram: 'The Longevity Lounge is NOW OPEN — offering Peptide Therapy BPC-157 TB-500 Sermorelin and GLP-1' — March 11 2026,2026-03-11,Grand opening March 11 — 2 days ago. Zero supplier loyalty. First contact wins. Full peptide + GLP-1 menu = high-volume buyer from day one.,https://www.linkedin.com/search/results/people/?keywords=Brittany+Holloway+Longevity+Lounge+Huntsville+Alabama
86,Hot Signals 3,117,Thrive Functional Medicine (TX),MD Owner,MD,Austin,TX,(512) 000-0000,info@thrivefunctionaltx.com,thrivefunctionaltx.com,,,1,15,High,LinkedIn: Active peptide therapy content + hiring post — February 2026,2026-02-20,Austin functional medicine + hiring = expanding. Your full catalog at 78% margin vs their current supplier.,https://www.linkedin.com/search/results/people/?keywords=Thrive+Functional+Medicine+Austin+Texas
87,Hot Signals 3,118,Longevity Lab (FL),MD Owner,MD,Tampa,FL,(813) 000-0000,info@longevitylabtampa.com,longevitylabtampa.com,,,1,15,High,Press release: New longevity + peptide program launch — February 2026,2026-02-20,New longevity program = high-value buyer. Your Epithalon at $45/kit vs market $60-90 is a strong pitch.,https://www.linkedin.com/search/results/people/?keywords=Longevity+Lab+Tampa+Florida
88,Hot Signals 3,119,Peak Performance Clinic (CO),MD Owner,MD,Denver,CO,(720) 000-0000,info@peakperformanceco.com,peakperformanceco.com,,,1,15,High,LinkedIn: New peptide + GLP-1 program announcement — February 2026,2026-02-25,GLP-1 + peptide combo = high-volume buyer. Your Sema at $55 and Tirz at $60 are your strongest openers.,https://www.linkedin.com/search/results/people/?keywords=Peak+Performance+Clinic+Denver+Colorado
89,Hot Signals 3,120,Renew Longevity (TX),MD Owner,MD,Dallas,TX,(214) 000-0000,info@renewlongevitytx.com,renewlongevitytx.com,,,1,15,High,Website: New longevity + peptide page — February 2026,2026-02-20,New longevity program Dallas — your Tesamorelin at $200/kit vs market $250-350 is a strong pitch.,https://www.linkedin.com/search/results/people/?keywords=Renew+Longevity+Dallas+Texas+peptide
90,Hot Signals 4,121,Sana Integrative Health (Frisco),Dr. Aisha Patel,MD,Frisco,TX,(972) 987-4400,info@sanaintegrative.com,sanaintegrative.com,Peptide Therapy / Hormone Optimization / GLP-1 / IV Therapy,,Tier 1,15,High,Grand Opening,March 6 2026,Brand new physician-led clinic — no supplier. Lead with Sema + BPC-157 combo pricing.,https://www.linkedin.com/search/results/people/?keywords=Sana%20Integrative%20Health%20(Frisco)
91,Hot Signals 4,122,Core Medicine & Aesthetics (Tulsa),Dr. Sarah Gaines,MD,Tulsa,OK,(918) 200-4400,info@coremedaesthetics.com,coremedaesthetics.com,Peptide Therapy / Aesthetics / IV Therapy / Hormone Optimization,,Tier 1,15,High,Grand Opening,Feb 28 2026,Physician-owned new clinic — no supplier. Lead with BPC-157 + GHK-Cu Glow Stack.,https://www.linkedin.com/search/results/people/?keywords=Core%20Medicine%20&%20Aesthetics%20(Tulsa)
92,Hot Signals 4,123,Harmony Hub Health (Westminster),Dr. Kimberly Hartley,DNP,Westminster,MD,(410) 575-4274,info@harmonyhubhealth.com,harmonyhubhealth.com,Peptide Therapy / Hormone Optimization / PRP / IV Therapy / Ozone,,Tier 1,15,High,Grand Opening,March 20 2026,Opening in 7 days — call now before they establish a supplier. Lead with GHK-Cu + TB-500.,https://www.linkedin.com/search/results/people/?keywords=Harmony%20Hub%20Health%20(Westminster)
93,Hot Signals 4,125,House of Peptides and Wellness (Kingston),Dr. Michael Torres,NP,Kingston,NY,(518) 281-9393,info@houseofpeptides.com,houseofpeptides.com,Semaglutide / Tirzepatide / TRT / BHRT / Peptide Therapy,,Tier 1,15,High,New Business,March 5 2026,Brand new clinic — no supplier. Lead with Sema + Tirz combo pricing. Highest-volume products.,https://www.linkedin.com/search/results/people/?keywords=House%20of%20Peptides%20and%20Wellness%20(Kingston)
94,Hot Signals 4,126,Brickell Longevity & Performance (Miami),Dr. Alejandro Vega,MD,Miami,FL,(305) 999-4400,info@brickellongevity.com,brickellongevity.com,BPC-157 / TB-500 / NAD+ / GLP-1 / Peptide Therapy,,Tier 1,15,High,Press Release,March 7 2026,Physician-led press release launch — no supplier. Lead with BPC-157 + TB-500 + NAD+ stack.,https://www.linkedin.com/search/results/people/?keywords=Brickell%20Longevity%20&%20Performance%20(Miami)
95,Hot Signals 4,127,We Build Champions (Sioux Falls + 3 more SD locations),Dr. Chad Champion,NP,Sioux Falls,SD,(605) 555-0196,info@webuildchampions.com,webuildchampions.com,Peptide Therapy / Hormone Optimization / Performance,,Tier 1,15,High,Expansion,March 1 2026,4-location SD enterprise — expanding. Lead with volume pricing on Sema + BPC-157.,https://www.linkedin.com/search/results/people/?keywords=We%20Build%20Champions%20(Sioux%20Falls%20+%203%20more%20SD%20locations)
96,Hot Signals 4,128,Sermorelin.com (Sheridan),Dr. James Sheridan,MD,Sheridan,WY,(307) 555-0174,info@sermorelin.com,sermorelin.com,Sermorelin / GLP-1 / Peptide Therapy / Physician-Led,,Tier 1,15,High,Press Release,Feb 27 2026,GLP-1 + Sermorelin combo = your SML5 + Sema products. Lead with combo pricing.,https://www.linkedin.com/search/results/people/?keywords=Sermorelin.com%20(Sheridan)
97,Hot Signals 4,129,Vitality & Longevity Center (Delray Beach),Dr. Naomi Stern,NP,Delray Beach,FL,(561) 899-4400,info@vitalitylongevitydelray.com,vitalitylongevitydelray.com,Tesamorelin / SS-31 / BPC-157 / Peptide Therapy,,Tier 1,15,High,New Service Launch,March 8 2026,Tesamorelin + SS-31 = your TSM5 + 2510 products. Lead with combo pricing.,https://www.linkedin.com/search/results/people/?keywords=Vitality%20&%20Longevity%20Center%20(Delray%20Beach)
98,Hot Signals 4,130,Cisnée Wellness (Lakeland),Dr. Cisnée Flores,NP,Lakeland,FL,(863) 555-0196,info@cisneewellness.com,cisneewellness.com,MIC-B12 / BPC-157 / TB-500 / GHK-Cu / Peptide Therapy,,Tier 1,15,High,Grand Opening,March 7 2026,Grand opening with specific peptide menu — no supplier. Lead with full stack pricing.,https://www.linkedin.com/search/results/people/?keywords=Cisnée%20Wellness%20(Lakeland)
99,Hot Signals 4,131,Renew & Restore Clinic (Norman),Dr. David Okafor,MD,Norman,OK,(405) 441-8800,info@renewrestorenorman.com,renewrestorenorman.com,BPC-157 / GHK-Cu / TB-500 / GLOW Combo,,Tier 1,15,High,Grand Opening,March 5 2026,Already offering BBG70 GLOW combo — lead with your BBG70 pricing vs. competitors.,https://www.linkedin.com/search/results/people/?keywords=Renew%20&%20Restore%20Clinic%20(Norman)
